#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
12	95684188	95684707	+	ENSMUSP00000078654.5	0.96	4	2	4	5	2e-34	0.648	0	PSSD
12	96292408	96293216	+	ENSMUSP00000087632.4	1.00	6	1	5	7	1e-77	0.801	3	PSSD
12	97663450	97664329	+	ENSMUSP00000033497.2	1.00	5	3	3	2	2e-27	0.67	0	DUP
12	97844389	97845130	+	ENSMUSP00000120715.1	0.86	2	13	2	4	9e-59	0.759	3	PSSD
12	99245671	99245918	+	ENSMUSP00000097565.4	1.00	1	3	1	0	1e-27	0.884	0	PSSD
12	99483725	99484020	+	ENSMUSP00000027232.7	0.59	2	4	1	3	5e-11	0.437	0	FRAG
12	99609227	99609430	+	ENSMUSP00000136886.1	0.99	0	0	0	1	8e-20	0.912	0	PSSD
12	99904928	99905281	+	ENSMUSP00000139467.1	0.66	4	0	4	1	6e-17	0.856	0	FRAG
12	100897208	100897421	+	ENSMUSP00000080993.1	0.15	3	5	1	1	5e-09	0.618	0	FRAG
12	101145614	101149276	+	ENSMUSP00000048383.3	1.00	0	9	0	0	0.0	0.750	3	PSSD
12	101160515	101161950	+	ENSMUSP00000132488.1	0.79	33	96	7	4	3e-08	0.322	0	FRAG
12	101205705	101206514	+	ENSMUSP00000113942.2	0.75	4	2	2	3	6e-87	0.794	0	PSSD
12	101218176	101372843	+	ENSMUSP00000052089.3	0.89	2	1	1	4	7e-41	0.77	3	DUP
12	101469763	101470457	+	ENSMUSP00000099878.4	0.89	23	7	5	9	1e-16	0.473	0	PSSD
12	101595255	101595362	+	ENSMUSP00000143050.1	0.05	0	0	0	0	1e-09	0.917	3	FRAG
12	101866949	101867292	+	ENSMUSP00000032597.5	0.91	10	18	1	2	2e-08	0.496	0	FRAG
12	101906080	101906494	+	ENSMUSP00000149722.1	1.00	3	4	1	1	1e-50	0.852	0	PSSD
12	103592990	103593178	+	ENSMUSP00000139786.1	0.08	0	0	0	0	4e-08	0.968	3	FRAG
12	104080795	104083894	+	ENSMUSP00000033626.8	0.61	6	1	2	1	5e-15	0.43	0	DUP
12	104129144	104129365	+	ENSMUSP00000082127.2	0.18	0	0	0	0	8e-31	0.905	0	FRAG
12	104250149	104253666	+	ENSMUSP00000082125.3	0.97	5	0	1	0	5e-76	0.75	0	DUP
12	104358003	104361878	+	ENSMUSP00000105583.2	0.85	1	0	1	0	9e-73	0.74	0	DUP
12	105135232	105135441	+	ENSMUSP00000080115.6	0.58	2	0	0	2	4e-16	0.565	0	FRAG
12	105576338	105578445	+	ENSMUSP00000107592.1	0.91	7	11	3	5	1e-23	0.56	3	DUP
12	106459229	106459499	+	ENSMUSP00000077744.5	1.00	2	0	1	0	6e-28	0.844	0	PSSD
12	106508329	106509902	+	ENSMUSP00000098053.4	0.99	15	21	10	4	2e-147	0.766	1	PSSD
12	107418921	107419431	+	ENSMUSP00000107422.1	0.15	8	0	1	4	4e-46	0.659	0	FRAG
12	107613001	107613803	+	ENSMUSP00000099878.4	0.95	37	0	4	2	3e-26	0.623	3	PSSD
12	108172400	108172795	+	ENSMUSP00000025563.6	0.87	5	28	3	2	8e-07	0.435	0	FRAG
12	108713891	108714297	+	ENSMUSP00000016703.7	1.00	1	0	1	1	2e-55	0.919	0	PSSD
12	108991236	108991633	+	ENSMUSP00000125941.1	1.00	2	0	1	1	4e-54	0.850	0	PSSD
12	109098220	109098550	+	ENSMUSP00000041149.6	0.95	2	0	1	0	2e-46	0.882	3	PSSD
12	109827003	109828124	+	ENSMUSP00000080354.7	0.98	6	19	6	1	5e-114	0.786	0	PSSD
12	110062243	110062487	+	ENSMUSP00000128400.1	0.95	1	5	1	2	2e-19	0.667	0	PSSD
12	110325385	110325721	+	ENSMUSP00000148326.1	0.34	2	0	2	1	1e-29	0.726	0	FRAG
12	112995926	112996330	+	ENSMUSP00000130485.2	0.80	24	3	0	4	1e-15	0.423	0	PSSD
12	113316906	113317045	+	ENSMUSP00000141658.1	0.12	1	0	1	1	7e-10	0.745	0	FRAG
12	113370277	113370770	+	ENSMUSP00000100216.1	0.43	0	14	0	3	4e-20	0.49	0	DUP
12	113396771	113397224	-	ENSMUSP00000071905.2	0.26	2	1	2	1	6e-54	0.830	0	FRAG
12	113572944	113573218	+	ENSMUSP00000128354.1	0.99	2	0	1	2	9e-17	0.593	0	PSSD
12	113589965	113590230	+	ENSMUSP00000128354.1	0.96	2	0	1	1	2e-23	0.764	3	PSSD
12	113612988	113613259	+	ENSMUSP00000128354.1	0.98	2	0	1	2	7e-26	0.756	3	PSSD
12	113687227	113687492	+	ENSMUSP00000128354.1	0.96	2	0	1	2	8e-22	0.775	3	PSSD
12	113718321	113718464	+	ENSMUSP00000128354.1	0.51	1	0	0	0	9e-16	0.812	3	FRAG
12	113771446	113772146	+	ENSMUSP00000128354.1	1.00	3	0	1	1	5e-13	0.81	3	DUP
12	113825226	113825657	+	ENSMUSP00000098576.2	1.00	4	1	2	2	2e-37	0.766	0	PSSD
12	113875796	113876060	+	ENSMUSP00000128354.1	0.96	3	0	2	3	6e-12	0.562	0	PSSD
12	113884784	113885047	+	ENSMUSP00000128354.1	0.98	0	2	0	3	7e-10	0.467	0	FRAG
12	114469075	114469395	+	ENSMUSP00000093010.2	1.00	9	0	0	1	5e-19	0.533	0	PSSD
12	114555609	114555902	+	ENSMUSP00000093010.2	1.00	0	0	0	2	9e-19	0.541	0	PSSD
12	114597891	114598153	+	ENSMUSP00000093010.2	0.87	4	0	1	2	6e-10	0.500	0	FRAG
12	114646572	114646865	+	ENSMUSP00000093010.2	1.00	0	0	0	2	3e-24	0.622	0	PSSD
12	114665100	114665271	+	ENSMUSP00000021719.5	0.97	4	0	2	0	1e-07	0.655	0	FRAG
12	114671223	114671401	+	ENSMUSP00000021719.5	1.00	3	0	1	1	2e-13	0.700	0	PSSD
12	114671968	114672261	+	ENSMUSP00000093010.2	1.00	0	0	0	3	1e-19	0.510	0	PSSD
12	114676749	114677041	+	ENSMUSP00000093010.2	1.00	1	0	1	2	8e-22	0.622	0	PSSD
12	114704147	114704440	+	ENSMUSP00000093010.2	1.00	0	0	0	2	4e-24	0.582	0	PSSD
12	114736257	114736538	+	ENSMUSP00000093010.2	0.96	0	0	0	2	4e-16	0.585	0	PSSD
12	114740408	114740701	+	ENSMUSP00000093010.2	1.00	0	0	0	2	1e-18	0.602	0	PSSD
12	114772162	114772333	+	ENSMUSP00000021719.5	0.97	4	0	2	0	7e-08	0.655	0	FRAG
12	114781409	114781702	+	ENSMUSP00000093010.2	1.00	0	0	0	2	2e-24	0.602	0	PSSD
12	114804616	114804909	+	ENSMUSP00000093010.2	1.00	0	0	0	2	7e-19	0.551	0	PSSD
12	114809433	114809714	+	ENSMUSP00000093010.2	0.96	0	0	0	2	8e-22	0.553	0	PSSD
12	114811584	114811761	+	ENSMUSP00000021719.5	1.00	4	0	2	0	1e-09	0.683	0	FRAG
12	114812321	114812605	+	ENSMUSP00000093010.2	1.00	2	3	2	2	2e-15	0.551	0	PSSD
12	114817115	114817390	+	ENSMUSP00000093010.2	0.94	0	0	0	2	2e-23	0.598	0	PSSD
12	114835223	114835516	+	ENSMUSP00000093010.2	1.00	0	0	0	1	8e-25	0.602	0	PSSD
12	114843651	114843943	+	ENSMUSP00000093010.2	1.00	1	0	1	1	4e-22	0.612	0	PSSD
12	114875304	114875597	+	ENSMUSP00000093010.2	1.00	0	0	0	3	2e-23	0.571	0	PSSD
12	114910023	114910303	+	ENSMUSP00000093010.2	0.96	1	0	1	2	9e-19	0.596	0	PSSD
12	114924968	114925233	+	ENSMUSP00000093010.2	0.91	1	0	1	1	2e-17	0.573	0	PSSD
12	114931643	114931803	+	ENSMUSP00000021719.5	0.90	3	0	1	0	1e-08	0.667	0	FRAG
12	114932371	114932642	+	ENSMUSP00000093010.2	1.00	2	8	2	2	8e-09	0.490	0	FRAG
12	114963386	114963674	+	ENSMUSP00000093010.2	0.98	1	0	1	1	4e-16	0.500	0	PSSD
12	114970079	114970349	+	ENSMUSP00000093010.2	0.92	1	0	1	2	2e-11	0.489	3	PSSD
12	114977699	114977986	+	ENSMUSP00000093010.2	0.98	0	0	0	1	3e-23	0.604	3	PSSD
12	115038227	115038520	+	ENSMUSP00000093010.2	1.00	0	0	0	2	4e-18	0.510	0	PSSD
12	115131381	115131668	+	ENSMUSP00000093010.2	0.98	0	0	0	4	5e-17	0.521	0	PSSD
12	115175875	115176440	+	ENSMUSP00000065940.6	0.95	5	10	5	3	3e-22	0.678	3	PSSD
12	115224859	115225444	+	ENSMUSP00000065940.6	0.93	3	0	3	3	8e-48	0.723	3	PSSD
12	115344543	115344830	+	ENSMUSP00000093010.2	0.98	0	0	0	4	7e-18	0.531	0	PSSD
12	115371986	115372278	+	ENSMUSP00000093010.2	1.00	1	0	1	1	2e-19	0.633	0	PSSD
12	115476417	115476961	+	ENSMUSP00000065940.6	0.91	5	10	5	2	3e-23	0.693	3	PSSD
12	115526351	115526959	+	ENSMUSP00000065940.6	1.00	8	6	7	4	5e-21	0.629	3	PSSD
12	115590411	115591190	+	ENSMUSP00000087632.4	1.00	2	9	2	1	2e-97	0.825	0	PSSD
12	115611344	115611580	+	ENSMUSP00000093010.2	0.82	2	1	2	2	6e-10	0.613	0	FRAG
12	115615482	115616821	+	ENSMUSP00000024727.8	0.55	12	2	5	3	3e-74	0.788	0	FRAG
12	115616807	115617789	+	ENSMUSP00000112213.1	0.56	2	35	2	4	1e-20	0.624	3	FRAG
12	115659013	115659636	+	ENSMUSP00000065940.6	1.00	5	0	5	6	3e-43	0.708	0	PSSD
12	115691889	115692182	+	ENSMUSP00000093010.2	1.00	0	0	0	1	3e-24	0.612	0	PSSD
12	115774423	115774991	+	ENSMUSP00000065940.6	0.95	5	10	5	2	3e-22	0.690	3	PSSD
12	115790593	115790887	+	ENSMUSP00000093010.2	1.00	1	0	1	2	5e-19	0.602	0	PSSD
12	115814954	115815396	+	ENSMUSP00000144129.1	0.88	2	3	1	5	3e-28	0.530	3	PSSD
12	115831264	115832041	+	ENSMUSP00000087632.4	1.00	3	10	3	1	6e-101	0.825	0	PSSD
12	115888096	115888389	+	ENSMUSP00000093010.2	1.00	0	0	0	1	2e-24	0.602	0	PSSD
12	115892884	115894300	+	ENSMUSP00000091964.4	1.00	2	0	1	0	0.0	0.987	0	PSSD
12	115963817	115964110	+	ENSMUSP00000093010.2	1.00	0	0	0	1	3e-26	0.633	0	PSSD
12	116009659	116009954	+	ENSMUSP00000093010.2	1.00	2	0	1	1	1e-19	0.576	0	PSSD
12	116275982	116276320	+	ENSMUSP00000083722.6	0.95	3	5	3	2	4e-18	0.782	0	PSSD
12	116597245	116597560	+	ENSMUSP00000064282.6	1.00	1	1	1	1	6e-36	0.783	0	PSSD
12	117723974	117724326	+	ENSMUSP00000144736.1	0.72	13	5	2	2	2e-11	0.549	0	PSSD
12	118602677	118603076	+	ENSMUSP00000079628.4	1.00	4	1	4	0	2e-43	0.881	0	PSSD
12	118888090	118888390	+	ENSMUSP00000104067.1	0.68	5	0	2	1	1e-28	0.782	0	FRAG
12	119352518	119353052	+	ENSMUSP00000033489.7	1.00	1	0	1	1	6e-52	0.933	0	PSSD
12	119609889	119612377	+	ENSMUSP00000047123.8	1.00	30	47	15	8	2e-96	0.71	0	DUP
12	119876639	119877169	+	ENSMUSP00000080854.6	0.60	0	1	0	2	3e-74	0.882	3	FRAG
12	120000432	120000927	+	ENSMUSP00000130678.1	0.89	5	17	4	5	5e-17	0.481	0	PSSD
13	3008718	3009555	+	ENSMUSP00000020851.8	1.00	14	5	4	2	4e-90	0.765	3	PSSD
13	3082153	3082313	+	ENSMUSP00000037925.4	0.18	1	5	1	0	2e-10	0.797	0	FRAG
13	3121899	3122095	+	ENSMUSP00000113289.1	0.41	1	0	1	0	5e-20	0.758	0	FRAG
13	3149490	3189316	+	ENSMUSP00000115668.1	1.00	3	0	3	1	1e-17	0.74	3	DUP
13	3298886	3299667	+	ENSMUSP00000033683.7	1.00	1	2	1	0	2e-140	0.970	3	PSSD
13	3352950	3353988	+	ENSMUSP00000022901.9	1.00	1	5	1	1	0.0	0.954	0	PSSD
13	3612991	3613319	+	ENSMUSP00000113501.1	1.00	2	0	1	0	2e-45	0.918	0	PSSD
13	4037952	4041308	+	ENSMUSP00000021634.2	0.47	0	1	0	2	3e-15	0.68	3	DUP
13	4248735	4249025	+	ENSMUSP00000055637.6	0.51	0	5	0	0	3e-20	0.873	0	FRAG
13	7307800	7309134	+	ENSMUSP00000093955.4	1.00	15	1	6	9	1e-75	0.788	3	PSSD
13	7387147	7388235	+	ENSMUSP00000049308.3	1.00	6	12	6	4	6e-75	0.733	3	PSSD
13	8128131	8129368	+	ENSMUSP00000051935.8	1.00	7	8	6	0	2e-118	0.912	0	PSSD
13	8967814	8968082	+	ENSMUSP00000021573.5	0.42	1	5	1	1	2e-22	0.737	0	FRAG
13	8993003	8993247	+	ENSMUSP00000075953.4	1.00	3	4	2	2	1e-08	0.529	3	FRAG
13	9223535	9224971	+	ENSMUSP00000005041.8	1.00	12	0	4	1	0.0	0.914	3	PSSD
13	9352091	9352576	+	ENSMUSP00000099878.4	0.66	6	5	4	3	3e-14	0.599	2	FRAG
13	9820409	9820734	+	ENSMUSP00000048770.6	0.97	3	6	3	2	1e-12	0.591	0	PSSD
13	10662519	10662824	+	ENSMUSP00000064226.8	0.17	4	3	0	4	3e-13	0.606	1	FRAG
13	11526379	11526757	+	ENSMUSP00000025641.1	0.16	1	0	1	0	4e-18	0.53	0	DUP
13	11939558	11940540	+	ENSMUSP00000148326.1	1.00	5	7	4	3	2e-90	0.778	0	PSSD
13	12160781	12160967	+	ENSMUSP00000058432.6	0.72	3	0	1	2	4e-08	0.613	0	FRAG
13	12378158	12378637	+	ENSMUSP00000041652.5	1.00	0	0	0	0	1e-83	0.938	3	PSSD
13	12679940	12680359	+	ENSMUSP00000020980.5	0.36	0	0	0	0	4e-63	0.936	0	FRAG
13	12682739	12683045	+	ENSMUSP00000071616.6	0.41	2	9	2	1	9e-14	0.598	0	FRAG
13	12734379	12734762	+	ENSMUSP00000091840.5	1.00	0	0	0	1	2e-45	0.945	1	PSSD
13	12864124	12866069	+	ENSMUSP00000126760.1	0.89	47	37	17	22	3e-12	0.444	0	PSSD
13	13076118	13078045	+	ENSMUSP00000126760.1	0.89	42	34	21	22	8e-12	0.462	0	PSSD
13	13103874	13105410	+	ENSMUSP00000028554.3	0.99	33	20	20	14	1e-36	0.598	3	PSSD
13	13113346	13118597	+	ENSMUSP00000072712.3	0.96	5	0	1	3	3e-23	0.89	0	DUP
13	13197379	13198919	+	ENSMUSP00000028554.3	0.99	35	22	20	14	1e-23	0.596	3	PSSD
13	13206633	13206824	+	ENSMUSP00000072712.3	0.25	0	0	0	1	8e-25	0.875	0	FRAG
13	13275129	13275791	+	ENSMUSP00000069549.5	0.16	0	1	0	0	2e-113	0.955	0	FRAG
13	13330635	13348157	+	ENSMUSP00000071864.6	0.61	0	0	0	2	7e-56	0.95	0	DUP
13	13842242	13844250	+	ENSMUSP00000108148.1	0.99	4	7	4	6	2e-82	0.86	3	DUP
13	14041392	14041599	+	ENSMUSP00000025762.8	0.88	1	9	1	0	2e-20	0.718	3	PSSD
13	14559115	14559321	+	ENSMUSP00000035105.5	0.23	0	0	0	1	9e-16	0.696	0	FRAG
13	14594602	14595587	+	ENSMUSP00000021062.5	0.60	6	39	6	5	5e-70	0.702	0	FRAG
13	14863493	14864137	+	ENSMUSP00000000001.4	0.64	10	11	8	5	1e-17	0.553	0	FRAG
13	14943157	14943945	+	ENSMUSP00000093955.4	0.64	4	15	4	5	2e-28	0.543	0	FRAG
13	15118411	15119125	+	ENSMUSP00000054556.7	0.52	8	7	2	1	1e-69	0.663	2	FRAG
13	15649906	15650145	+	ENSMUSP00000041897.6	0.06	0	0	0	0	1e-23	0.887	0	FRAG
13	16045640	16046100	+	ENSMUSP00000087658.5	1.00	2	1	1	0	2e-51	0.852	0	PSSD
13	17050920	17051875	+	ENSMUSP00000073289.8	1.00	9	16	7	5	9e-90	0.719	3	PSSD
13	17303442	17304548	+	ENSMUSP00000096471.3	0.74	1	0	0	1	0.0	0.881	0	PSSD
13	17337557	17338356	+	ENSMUSP00000026607.8	0.45	5	36	4	1	3e-97	0.778	0	FRAG
13	17820882	17821770	+	ENSMUSP00000113942.2	0.83	3	5	1	0	3e-143	0.887	0	PSSD
13	17894868	17895371	+	ENSMUSP00000050689.9	0.86	23	7	4	1	4e-22	0.554	0	PSSD
13	17949899	17950951	+	ENSMUSP00000056646.8	0.95	0	1	0	1	7e-176	0.952	0	PSSD
13	18038572	18039264	+	ENSMUSP00000020081.4	0.90	4	1	0	3	9e-72	0.677	0	PSSD
13	18221636	18221785	+	ENSMUSP00000041538.7	0.44	0	0	0	1	1e-09	0.680	0	FRAG
13	18983852	18984453	+	ENSMUSP00000008826.7	0.96	9	9	5	8	6e-16	0.536	0	PSSD
13	19325406	19325665	+	ENSMUSP00000148631.1	0.75	1	1	1	3	2e-19	0.693	0	PSSD
13	19412800	19413324	+	ENSMUSP00000112259.2	0.85	5	19	3	5	1e-44	0.631	0	PSSD
13	19525986	19526716	+	ENSMUSP00000014370.5	0.99	26	1	7	6	5e-58	0.769	0	PSSD
13	19820778	19821654	+	ENSMUSP00000028278.7	0.93	15	5	5	4	1e-30	0.548	0	PSSD
13	20645757	20647160	+	ENSMUSP00000076801.5	1.00	26	55	20	16	2e-11	0.531	3	PSSD
13	20827836	20828311	+	ENSMUSP00000041652.5	1.00	1	1	1	0	1e-55	0.738	0	PSSD
13	21412192	21412382	+	ENSMUSP00000112862.1	0.27	1	5	1	2	8e-10	0.638	3	FRAG
13	21903829	21904762	+	ENSMUSP00000045043.8	0.35	8	18	5	5	2e-07	0.48	0	FRAG
13	22078070	22078666	+	ENSMUSP00000089312.1	0.55	0	0	0	1	6e-85	0.920	0	FRAG
13	22092166	22092512	+	ENSMUSP00000089322.1	0.39	3	4	3	2	2e-15	0.575	0	FRAG
13	22123295	22124190	+	ENSMUSP00000089327.1	1.00	1	1	1	0	2e-133	0.803	0	PSSD
13	22126733	22126955	+	ENSMUSP00000058480.1	0.24	2	2	2	1	3e-11	0.558	0	FRAG
13	22282354	22283545	+	ENSMUSP00000071351.2	1.00	1	0	1	2	4e-80	0.93	3	DUP
13	22336315	22336728	+	ENSMUSP00000020251.7	0.12	4	10	2	4	2e-10	0.426	0	FRAG
13	22370550	22370829	+	ENSMUSP00000089324.1	0.31	2	0	2	1	4e-15	0.649	0	FRAG
13	22385475	22386531	+	ENSMUSP00000089312.1	0.97	7	1	5	6	6e-94	0.686	0	PSSD
13	22441404	22442340	+	ENSMUSP00000140924.1	1.00	1	0	1	0	4e-150	0.869	0	PSSD
13	22449641	22450359	+	ENSMUSP00000139977.1	0.77	5	3	4	4	8e-72	0.717	0	PSSD
13	22464296	22467854	+	ENSMUSP00000030795.8	1.00	19	37	9	10	3e-40	0.66	0	DUP
13	22491605	22492182	+	ENSMUSP00000075537.1	0.59	10	1	2	2	6e-57	0.689	0	FRAG
13	22496104	22496427	+	ENSMUSP00000089328.1	0.38	3	4	3	3	3e-17	0.549	0	FRAG
13	22556028	22557076	+	ENSMUSP00000089312.1	0.97	2	1	1	2	2e-145	0.821	1	PSSD
13	22676134	22676956	+	ENSMUSP00000080854.6	0.94	2	5	2	4	3e-71	0.821	0	PSSD
13	22758927	22759301	+	ENSMUSP00000080854.6	0.42	0	0	0	0	6e-50	0.840	0	FRAG
13	22866610	22866806	+	ENSMUSP00000076163.1	0.18	2	3	1	1	1e-07	0.638	3	FRAG
13	22960888	22961770	+	ENSMUSP00000089327.1	0.99	1	2	1	0	1e-113	0.858	0	PSSD
13	23023251	23023513	+	ENSMUSP00000089327.1	0.29	1	0	1	1	2e-28	0.761	0	FRAG
13	23056710	23057590	+	ENSMUSP00000079139.2	0.97	5	0	1	0	5e-139	0.854	3	PSSD
13	23098974	23153702	+	ENSMUSP00000089312.1	0.64	1	2	1	5	4e-145	0.67	0	DUP
13	23103454	23103922	+	ENSMUSP00000030795.8	0.25	3	0	2	1	1e-35	0.726	0	FRAG
13	23104348	23104721	+	ENSMUSP00000140924.1	0.42	4	6	4	2	9e-18	0.554	3	FRAG
13	23124629	23126083	+	ENSMUSP00000140924.1	0.95	3	1	2	2	7e-87	0.78	3	DUP
13	23162528	23163380	+	ENSMUSP00000076163.1	0.72	7	0	1	3	4e-120	0.774	0	PSSD
13	23217373	23218308	+	ENSMUSP00000140924.1	1.00	0	0	0	0	4e-165	0.920	3	PSSD
13	23268880	23269432	+	ENSMUSP00000058480.1	0.53	32	12	4	6	2e-09	0.464	0	FRAG
13	23382505	23382657	+	ENSMUSP00000110886.3	1.00	0	0	0	1	6e-20	0.902	0	PSSD
13	23728727	23730103	+	ENSMUSP00000087009.4	0.95	8	5	8	6	4e-43	0.82	3	DUP
13	24195933	24196487	+	ENSMUSP00000078654.5	1.00	5	0	3	4	8e-72	0.903	0	PSSD
13	24320302	24320745	+	ENSMUSP00000123410.1	1.00	2	0	2	2	9e-26	0.797	0	PSSD
13	25455704	25456426	+	ENSMUSP00000130858.2	0.85	10	13	8	3	1e-45	0.684	0	PSSD
13	25582963	25583335	+	ENSMUSP00000125941.1	0.89	7	0	1	2	5e-08	0.355	0	FRAG
13	26194676	26195314	+	ENSMUSP00000021942.6	0.97	14	5	6	2	3e-18	0.613	3	PSSD
13	27314084	27314840	+	ENSMUSP00000034432.5	1.00	13	50	5	8	2e-11	0.377	0	FRAG
13	27770851	27773059	+	ENSMUSP00000126760.1	0.89	40	27	21	22	9e-08	0.48	0	FRAG
13	27928708	27929577	+	ENSMUSP00000044222.6	0.58	4	1	3	0	4e-123	0.859	0	FRAG
13	27929579	27931015	+	ENSMUSP00000101399.1	0.97	3	6	2	2	0.0	0.845	1	PSSD
13	28006508	28008057	+	ENSMUSP00000028554.3	0.99	41	22	21	13	4e-37	0.610	3	PSSD
13	28088849	28089001	+	ENSMUSP00000089268.3	0.22	0	0	0	0	2e-07	0.471	3	FRAG
13	28836859	28837721	+	ENSMUSP00000087632.4	1.00	19	0	1	0	8e-105	0.844	0	PSSD
13	30112474	30112590	+	ENSMUSP00000106898.1	0.42	0	0	0	0	1e-15	1.000	0	FRAG
13	30731777	30732009	+	ENSMUSP00000125504.1	0.89	3	0	3	0	1e-09	0.782	0	FRAG
13	31009177	31009510	+	ENSMUSP00000104263.1	0.83	2	3	2	2	9e-25	0.696	3	PSSD
13	31199080	31199655	+	ENSMUSP00000082682.6	0.95	7	16	3	2	2e-15	0.459	0	PSSD
13	31884225	31885221	+	ENSMUSP00000078654.5	1.00	4	0	2	0	2e-43	0.93	0	DUP
13	33065295	33066815	+	ENSMUSP00000044533.7	0.67	22	10	13	10	2e-40	0.579	0	FRAG
13	33117433	33117848	+	ENSMUSP00000064226.8	0.23	6	0	1	2	2e-36	0.662	0	FRAG
13	33239421	33239826	+	ENSMUSP00000006391.4	0.36	4	2	2	3	1e-23	0.601	0	FRAG
13	33264667	33264845	+	ENSMUSP00000071769.2	0.16	1	0	1	0	4e-11	0.650	0	FRAG
13	33339191	33339369	+	ENSMUSP00000006391.4	0.16	1	0	1	0	2e-09	0.600	0	FRAG
13	33409104	33436782	+	ENSMUSP00000006391.4	0.86	2	0	2	1	5e-18	0.63	0	DUP
13	33525931	33526308	+	ENSMUSP00000006391.4	0.33	5	0	2	1	1e-33	0.690	3	FRAG
13	33542993	33543109	+	ENSMUSP00000006391.4	0.10	0	0	0	0	1e-09	0.615	0	FRAG
13	33641613	33641786	+	ENSMUSP00000017188.7	0.15	0	0	0	0	3e-10	0.569	3	FRAG
13	33718276	33742038	+	ENSMUSP00000063025.7	1.00	3	3	0	1	2e-47	0.75	0	DUP
13	33766971	33811601	+	ENSMUSP00000126386.2	0.95	8	3	2	1	6e-119	0.65	0	DUP
13	34098991	34099092	+	ENSMUSP00000059766.6	0.32	0	0	0	0	2e-09	0.794	3	FRAG
13	34318808	34319237	+	ENSMUSP00000041652.5	0.96	3	10	3	1	4e-23	0.706	0	PSSD
13	34360819	34361215	+	ENSMUSP00000117987.1	0.85	6	9	5	3	4e-13	0.553	3	PSSD
13	34561983	34562292	+	ENSMUSP00000047960.7	1.00	3	0	2	1	5e-16	0.846	0	PSSD
13	34940634	34941626	+	ENSMUSP00000113942.2	0.94	6	7	4	2	1e-104	0.790	3	PSSD
13	35270723	35271632	+	ENSMUSP00000150068.1	1.00	16	0	2	2	6e-59	0.816	0	PSSD
13	35271681	35271832	+	ENSMUSP00000150736.1	1.00	1	0	1	0	5e-11	0.882	0	PSSD
13	35271819	35273302	+	ENSMUSP00000096471.3	0.99	2	0	2	2	0.0	0.903	0	PSSD
13	35992132	35993428	+	ENSMUSP00000099657.4	1.00	26	65	9	5	6e-73	0.641	0	PSSD
13	37582271	37582561	+	ENSMUSP00000074724.6	0.98	2	3	2	3	5e-17	0.650	1	PSSD
13	38332563	38332880	+	ENSMUSP00000021220.3	0.92	4	11	4	0	8e-07	0.547	0	FRAG
13	39757299	39757964	+	ENSMUSP00000035303.3	0.99	12	1	9	3	9e-35	0.723	0	PSSD
13	39796321	39796724	+	ENSMUSP00000040416.3	0.17	2	1	1	1	3e-12	0.574	1	FRAG
13	40496254	40497473	+	ENSMUSP00000070815.4	0.99	13	3	7	2	2e-90	0.815	0	PSSD
13	40533570	40533955	+	ENSMUSP00000025052.6	0.97	4	20	4	2	4e-26	0.547	0	PSSD
13	40778040	40778804	+	ENSMUSP00000020962.5	1.00	0	3	0	0	1e-116	0.942	0	PSSD
13	40846739	40847554	+	ENSMUSP00000105820.2	0.68	8	4	5	5	3e-59	0.545	0	FRAG
13	42569463	42569880	+	ENSMUSP00000104830.3	0.97	1	4	1	3	6e-37	0.664	0	PSSD
13	43417556	43417865	+	ENSMUSP00000121346.1	0.86	7	6	5	4	2e-07	0.578	0	FRAG
13	45431104	45431292	+	ENSMUSP00000012627.4	0.53	0	1	0	1	2e-09	0.516	0	FRAG
13	47024346	47024986	+	ENSMUSP00000043881.4	0.26	4	14	2	3	2e-50	0.573	1	FRAG
13	48312670	48314251	+	ENSMUSP00000064755.5	1.00	5	6	4	6	0.0	0.856	0	PSSD
13	48822949	48823149	-	ENSMUSP00000047308.7	0.06	0	0	0	0	1e-07	0.955	0	FRAG
13	49764346	49765311	+	ENSMUSP00000079030.2	0.50	2	0	0	0	3e-93	0.537	0	FRAG
13	49820714	49821655	+	ENSMUSP00000079030.2	0.49	3	0	0	0	2e-81	0.478	0	FRAG
13	49882956	49883766	+	ENSMUSP00000093955.4	0.67	11	20	10	4	3e-08	0.495	0	FRAG
13	50067367	50069075	-	ENSMUSP00000097118.2	0.52	14	5	3	2	4e-07	0.54	0	FRAG
13	50095438	50095668	+	ENSMUSP00000137522.1	0.27	1	3	0	1	7e-10	0.388	0	FRAG
13	50193653	50196915	+	ENSMUSP00000097118.2	0.43	2	4	2	1	7e-102	0.87	0	DUP
13	50198021	50200566	+	ENSMUSP00000097121.1	0.83	17	1	9	6	0.0	0.655	0	PSSD
13	50241709	50241948	+	ENSMUSP00000137522.1	0.28	1	3	0	1	1e-10	0.422	0	FRAG
13	50393298	50393456	+	ENSMUSP00000133178.1	0.12	0	3	0	0	6e-07	0.429	0	FRAG
13	50490888	50491432	+	ENSMUSP00000100058.3	1.00	1	1	1	3	9e-67	0.891	3	PSSD
13	50513050	50515792	+	ENSMUSP00000137219.1	0.88	45	20	18	22	3e-82	0.471	0	PSSD
13	50561500	50564759	+	ENSMUSP00000097118.2	0.43	3	4	3	3	1e-136	0.85	0	DUP
13	50566074	50567062	+	ENSMUSP00000097118.2	0.33	1	3	1	2	3e-129	0.823	0	FRAG
